,tweet,target
1065,loksabhaelections2019 electionswithindiatv prime minister narendra modi to address two public rallies in uttar pradesh kushinagar and deoria and 2 public rallies in madhya pradesh khandwa and indore today,1
1066,many interviews of modi amp rahulgandhi now done here is the thing there is not one interview where modi has not been asked abt rafale there is not even one interview where rahul gandhi has been asked abt loot in nationalherald shows d real nature of presstitute media,1
1067,deshkedilmeimodi loksabhaelections2019 phase6 delhivotekar ayegatohmodihi only wen u come out n vote i request all people please do come out n vote in large numbers for for bjp4india narendramodi n nda than only modi ji will come please do come out n vote,0
1068,sankrant narendramodi the fact is the intellectuals of bjp get educated with curriculum set by congress so they practically have no thinking capacity,0
1069,mrsgandhi time narendramodi it cell founder prodyutbora quits party attacks pm modi amit shah style madness has gripped the party the desire to win at any cost has destroyed the very ethos of the party this is not the party i joined in 2004 bora told et,0
1070,tarekfatah time narendramodi akhilesh and mayawati are united mamata and left are united aap and inc almost got united lalu and nitish were united for few a months you wo get a better than pm narendramodi on this entire planet modihaitohmumkinhai timemagazine loksabhaelections2019,1
1071,ashtag145 is he wanking over the loksabhaelections2019 atm then and wanting another modi victory too,0
1072,many interviews of narendramodi amp rahulgandhi have taken place there is not one interview where modi has not been asked about rafale there is not even one interview where rahulgandhi has been asked about loot in nationalherald shows the real nature of media presstitutes,0
1073,way rahul gandhi with chamchas destroyed congress same way modi destroyed bjp with bhakta so massive defeat it to take 20 yr to bjp i am talking as it to weaken our democracy as listless opposition phase6 vote4jhaadu votinground6 rgtoravish loksabhaelections2019,0
1074,modi bhaktas consider dividerinchief tag as an achievement this why this person unworthy of pm again he cheating public through his bhaktas and india defeating him also loksabhaelections2019 vote4jhaadu deshkedilmeimodi bal narendra,0
1075,some of my predictions for upcoming csk will be crowned as the ipl champs for 4th aayegatomodihi bjp will win loksabhaelections amp modi will become pm for another tottenhamhotspur will win become the champs of europe for the first ucl,1
1076,i wish modi success in loksabhaelections2019 wisdom is unmatched,1
1077,famyrasheed bbmpcomm chairmanbwssb bjparvind drparameshwara kdevforum bellandurjothge wfrising dkhallirising carmelaramunite panathurupdates when ur funds go 2 bjp4india narendramodi amitshah u have problems this is how bjp got poll funding 4m u guy so feel blessed,1
1078,sitaramyechury the thought haunts me as a citizen of india a second term 2d modi govt one can not help but tremble at what he might yet do to punish the nation world for his own failures amp for all d opposition n revolt expressed to him amp his party d bjp godsave d loksabhaelections2019,1
1079,aatishtaseer time the thought haunts me as a citizen of india a second term 2d modi govt one can not help but tremble at what he might yet do to punish the nation world for his own failures amp for all d opposition n revolt expressed to him amp his party d bjp godsave d loksabhaelections2019,0
1080,every word of modi is going against him nobody owns time when your time is over means you are over timemagazine loksabhaelections2019 moditohgaya radar interviewphobia modineveragain,0
1081,mkstalin conradsangma ysjagan country shouldn t have slightest of remorse in rejecting modi is goldsmith not ironsmith of dividers rahul made divider through people around him phase6 vote4jhaadu votinground6 rgtoravish loksabhaelections2019 deshkedilmeimodi,0
1082,mkstalin conradsangma ysjagan only difference between modi and rahul is modi is dividerinchief on his choice rahul is dividerno1 due to choices of people of congress around him i dchaurasia2312 phase6 vote4jhaadu votinground6 rgtoravish loksabhaelections2019,1
1083,i do know what i am more scared of bhakts reaction if modi wins or their reaction if he loses both have the potential of going out of hand loksabhaelections2019,1
1084,happy mothers day to our first love bharatmaa vote for our mother tomorrow vote for bjp vote for modiji pmoindia narendramodi mlkhattar kumarvijayhry,1
1085,sootradhar karunagopal1 narendramodi rammadhavbjp bjp4 time as long we stay united and speak with one voice by supporting modiji in his fight to free india from the clutches of the inc and it goons thagbandhan,1
1086,tv9bharatvarsh gchoudhary4 sherryontopp loksabhaelections2019 oh my god siddhu is going bad to worse at this juncture siddhu is not bringing down modi he is showing own class upbringing when one falls trying to pull someone else the context looses relevance amp you become a mockery shame siddhu turned this way,0
1087,helo everyone if we want to save our democracy so we have to give our vote to congress because we need to remove modi and amit shah jodi vote4congress dpcc inc shameonbjp thelalantop,0
1088,isinghapurva narendramodi your looking down get some rest plz take care amp yo delhi go vote for the nation bjp modihiaayega,0
1089,what modi actually did good for the nation is he made rahulgandhi a leader in his 5 year term which can be seen in interview with ravish,1
1090,rahulgandhi modi is scared of him why do you give interview to republic haan vohi arnabgoswami without sweating amp prove you know the meaning of really loksabhaelections2019 loksabhaelection2019 loksabhaelections phase5 votekaro deshkedilmeimodi,0
1091,saintignutius onnightduty bjp4india she may support bjp but not modi as pm at any cost,0
1092,nobody asked narendramodi one question in any interview so far in this loksabhaelections2019 season is modi ji will you invite pakistan pm to your ceremony after 23rd may 2019 kiranks shakkuiyer phirekbaarmodisarkaar,0
1093,delhi haryana vote tomorrow for future vote to bjp vote for narendramodi corruption free india chitraaum,1
1094,mayawati mamataofficial yadavakhilesh pm should have talked all these things after leaving office on 23rd may or months back but what talking in interviews planned questions asked by media these all to gain sympathy it means both lost without results loksabhaelections2019 vote4jhaadu,0
1095,shefvaidya mamataofficial mamata is so fearful these days of bjp that she might having nightmares now a days she needs treatment badly to behave normal as human being arrest of priyankasharma is highly unfortunate amp will harm tmc only is she can abuse pmmodi then anyone has right to react agt her,0
1096,abufarhanazmi time yadavakhilesh narendramodi abuasimazmi bcz you abufarhanazmi move around with bodyguards none of ur near amp dear ones can be victims of mob lynching due to divisive politics of bjp international media do reserves the right to criticise wrongdoers media is 4th pillar of democracy,0
1097,as my experience in present media have no guts to ask hard and counter questions to modi and rahul everyone proofs i have a big tale congressigodimedia modigodimedia loksabhaelections2019 ndtv abpnewstv aajtak sardanarohit manakgupta ravishndtv,1
1098,pro modi modi is better among other politician that s why we will vote him anti modi modi is not best that s why we will not vote him but vote the worse vote for narendramodi loksabhaelections2019,0
1099,narendramodi my first vote is in narendramodi can t express how blessed i feel to be able to share my journey with first voted new india bjp love you narendra modi sir make in for different india,1
1100,my first vote is in narendramodi can t express how blessed i feel to be able to share my journey with first voted new india bjp love you narendra modi sir make in for different india,1
1101,piyushgoyal narendramodi deshkedilmeimodi loksabhaelections2019 abhoganyay amitshah narendramodi arunjaitley when railminindia will throw off flexi fare system from indian railway train confirm ticket price seems gt flight ticket when farmers will get the msp what modi ji promised them,1
1102,finally it was good to hear radio this morning in ncr without ab ki baar modi sarkar or ab hoga nyay and purna rajya ki readytovote2019 loksabhaelections2019,1
1103,in it is very hard to say modi govrnmnt will win if we look up to current scenario generally youth is supporting the modi govrnmnt and youth do not go to cast their vote as if we consider previous year data congress bjp modijihaintomumkinhai moditohgaya gautamgambhir,0
1104,timesnow sambitswaraj when your shameless pm speaks derogatory remarks about past pms wherr is your nationalism sambitswaraj bjp,0
1105,superindianist jyotsnavarma9 sk77872309 satbhakta natrajshetty savitritvs varshathacker niku1630 berretblack cpraghav dhingrasadhana shiprabahri ashtalakshmi8 anju1951purohit romy1965 akhandaryabrat vishalnautamlal vermanivimarsh hindudharma1 keyesen2000 dharmvirjangra9 latarai5 rajeevs27545206 detheeshasen rajesh201963 narendramodi nagarwal8 deepakkapoor0 klnbjp pkban next few days india will have us type of parties only 2 republican democrats bjp and the mahagathbandhan they will do anything to keep modi out will be happy even if nda comes to power with some other pm,1
1106,when narendramodi pm candidate people of gujarat vote amp get him maximum seats why still people of uttarpradesh amp westbengal think to vote for bjp to give them few seats listen me its mayawati or mamataofficial the next pm people of their states give maximum seats,0
1107,india has come a long way from rajiv gandhi turning down advani call for a debate to modi rejecting rahul gandhi call for a debate loksabhaelections2019,0
1108,my 7 years old asked me this morning when is the competition between modi ji amp rahulgandhi getting over asked him why he asked this question his response was funny they both are so big but keep fighting like children i want modi ji to win amp finish competition soon,0
1109,timesofindia narendramodi rahulgandhi dear rahulgandhi only and only modi will win phirekbaarmodisarkar,0
1110,my new dp hope mamataofficial likes it istandwithgambhir istandwithgautamgambhir aayegatohmodihi gautamgambhir westbengal bihar loksabhaelections2019 modi narendramodi rahulgandhi republic timesnow arunjaitley swapan55 abpnewstv bjp4india bjp4india bjp,1
1111,bjp4india modi is copying rahulgandhi rahulgandhi forced him to come out of his comfort zone,0
1112,loksabhaelections2019 deshkedilmeimodi deshkishaanmodi the task of making india open defecation free is near to its completion with 99 sanitation coverage so far today almost every household has a bank account this new india supports pm modi via namo app,1
1113,loksabhaelections2019 deshkedilmeimodi for making social empowerment a reality divyangs minorities amp women are now living a life of dignity they are now empowered muslim women are now liberated from the social evil of instant triple talaq thanks to modi govt via namo app,1
1114,loksabhaelections2019 deshkedilmeimodi deshkishaanmodi jitegamodijitegabharat for guaranteeing basic health services to the poor and vulnerable it is congress which guaranteed health security for all but modi govt delivered it with ayushman bharat via namo app,1
1115,if one has to pickup up the biggest loser of loksabhaelections2019 it has to be nitishkumar from an alternative to modi next pm candidate one who can take everyone together to no one is talking about him such a shame ankitlal,0
1116,narendramodi ha ha but yashwantsinha ji saying that atal ji wanted to sack you upon gujarat murder in 2002 and it was advaniji who obstructed it is it true sir if so you gave the right punishment by cutting him off from active politics advani ji s karma bjp,0
1117,bjp4india congress has expertise in this type of matters but how pm modi knows about that i think some rss members also included in inc,0
1118,time shame on you time magazine for your biased view on our pm narendramodi if not modi who in your view is the unifier it does matter if you are a hindu or a muslim be indian first said by modi it looks more of a paid article to influence loksabhaelections2019 by congress,0
1119,eagerly waiting for you sir narendramodi at dussehra maidan indore bjp namo namo modihiaayega modiaanewalahai modihaitohmumkinhai modiatindore,1
1120,ndtv ravishkumar asked questions on corruption 1984 riot rafale amp nyay to rahulgandhi bhakts ye bhi koi interview hai ek bhi tough question nahin tha rubika modi ji aap koun sa tonic lete ho bhakts omg what a brave journalism ndtvexclusive,1
1121,dear delhi cm to joker chun hi liya hai pm comedian nahi pls so vote for for modi loksabhaelections2019,0
1122,mainbhichowkidar narendramodi deshkedilmeimodi people of the country pledge their vote amp support to the person who has made india the brand india people support the one who has made india a secured amp safe nation people support pm modi,1
1123,guwahatiplus it feels so safe tht our country is developing its defence and with this 22 apache beast india increase it fleet great work narendramodi pmoindia bjp4india india supports ur work nd wil be with u 23rd may bjp will create history jaihind,1
1124,mark my words if csk wins ipl then modi will become pm if mi wins then rahul will become opposition leader 100 pakka loksabhaelections2019 ipl2019final,1
1125,mariawirth1 time of course hinduism doesn t divide it s people like modi and his fascist right wing party rss bjp that divides india in the name of hinduism so the times cover is apt,1
1126,reallyswara tv9bharatvarsh atishiaap kanhaiyakumar vinodkapri india needs modi for development of our country modi is one of the popular leader in the world and gautam gambhir can not even imagine of doing such things we are proud of narendramodi amp gautamgambhir istandwithgambhir,1
1127,incindia it is on 25 may this is date when modi will sworn as prime minister again do arrange a special screening in all your office modihiaayega loksabhaelections2019 phase6 narendramodi,1
1128,uttarpradesh maharashtra tamilnadu karnataka coimbatore india calcutta westbengal feku acchedin incredibleindia telugu quiz time india first bhattachar pm is a modi b modi c modi answer,1
1129,audreytruschke sanjayuvacha india will certainly not give another chance to modi loksabhaelections2019 deshkedilmeimodi ndtvtopstories saturdaymotivation saturdaythoughts saturdaymorning,1
1130,uttarpradesh maharashtra karnataka india calcutta westbengal fake pm no achedin in 2019 no swach bharat black economy failed more black money now than before modi now using rajiv gandhi and national security,0
1131,aninewsup ani pm modi fiercest attack on the opposition in loksabhaelections2019 literally showed the crimes of congress from 1984 sikh killings to the current alwar gangrape case which rahul gandhi has tried to hide from the media so that its does effect his elections prospects,1
1132,as good as the rgtoravish was i am afraid that this was too late in the election cycle modi might have already influenced people with his theatrics rahulgandhi ravishndtv ndtvexclusive loksabhaelections2019,1
1133,pm modi in ghazipur two weeks ago a woman from dalit community was gang raped in alwar instead of apprehending the culprits rajasthan government and the police started to suppress the case narendramodi loksabhaelections2019 source ani,0
1134,i am all set to vote for our hon prime minister narendramodi in the phase7 of loksabhaelections2019 and request everyone voting in phase7 to vote and support pm modi for a india developed india proud india deshkedilmeimodi wishing all the very best for 23may,1
1135,narendramodi rahulgandhi askdeepti sabjantihe how many seats nda will get 2 what will be the position of nda in rajyasabha as it was majority govt of bjp led govt in 2014 thr seats will increase in this,1
1136,great interview by rahul gandhi with ndtv the most interesting part is he learned how not to run a nation from modi he is also ready to appreciate modi for his communication skills rgtoravish rgtondtv rahulgandhi ravishkumar,1
1137,whenever i listen about bjp4india or bjp automatically it resonates with pakistan because all these chintus of bjp are living hy the name of pakistan only they have nothing to do vision for india or atleast their report card narendramodi,1
1138,who among them should lead india as the next pm loksabhaelections2019 loksabha2019 india indiaelects voteforindia votekar votinground1 voting bjp congress aap tmc voteforchange please,1
1139,sudhirchaudhary just since few days ago bjp said it not support religion today bjp spokesperson told that timesmagazine cover page was titled by pakistani hypocrisy was on high sir ani abpnewstv aajtak zeenewshindi indiatoday narendramodi,0
1140,in the entire loksabhaelections2019 campaign without even letting anyone know pm narendramodi has compared his 5 years with every past pm who has had a mandate to rule this country for 5 years waah modi ji waah chunaavobservation electionstrategy learnings,1
1141,tomorrow delhi ll b voting for loksabhaelections2019 i appeal to every nationalist citizens of delhi to choose bjp only n make saatoseethemodiko happens once again as we do hv any other options if u vote aap dey ca give u a pm as dis elections2019 is 4 electing mps,1
1142,momentsindia rahulgandhi ravishndtv rgtoravish the way rahul is showing respect to their opponents yadavakhilesh mayawati narendramodi this shows that our ideology can be different from other but we should respect everyone view this is the real beauty of our indian loksabhaelections2019,1
1143,dear delhi vote for atishiaap and dilipkpandey they are honest young politicians they are in politics for you compare them with their counterparts vote against hatred vote against modi the divider in chief votewisely loksabhaelections2019,1
1144,from fumbling in the parliament to challenging pm modi for a debate on rafale scam rahul gandhi has definitely transformed as a speaker who exudes confidence that too sans the teleprompter loksabhaelections2019,1
1145,deshkedilmeimodi if a foreign magazine with an article written by a pakistani tells you that your prime minister is a divider in chief and you busy promote that article in your visceral hatred for pm modi then something terribly wrong with you loksabhaelections2019,0
1146,they have now started asking what is the caste of modi modi has only one caste the caste which all the poor of this country belong to those who consider themselves poor i belong to their caste pm narendramodi in sonbhadra loksabhaelections2019 electionswithtimes,0
1147,it amazing how people who do support bjp ask people to vote using their conscience and bhakts just go vote for modi aayega to modi hi well no surprise there jaisa leader waise followers loksabhaelections2019,0
1148,ndtv yes certainly last 2 years of upa were bad accepted by rg modi can not achieved what upa did in 8 years loksabhaelections2019,0
1149,rgtoravish rahul i learn from everyone ravish kumar what did you learn from pm modi there comes rahul reply communication skills and how not to run a government rgtoravish loksabhaelections2019,1
1150,i think modi and bjp4india has moved from jawaharlal nehru to rajiv a positive one hope by next election ie if he survives he will talk about his own loksabhaelections2019,1
1151,sitaramyechury bjp will be thankful to you for making narendramodi these much of popular because there is not a single sentence without the word in your tweets speeches statements and press conferences bjp will not forget your services,1
1152,time if modi sir was divided the india so why your faber party congress is make maha milawati gatbandan congressi ke chamche time magazine एक ayegatomodihi bharathmatakijay indian ka original government amp party bjp,0
1153,time totally fail narendramodi sudden increase of unemployment level in india touches 45 year record shame on you modi modi loksabhaelections2019,0
1154,rahul answers might be not impressive but i like that he does fear the questions now the nation asks does narendra modi has courage to face ravish kumar in such face to face interview rahulgandhi ravishkumar rgtoravish,1
1155,venumehta2 sanghaviharsh crpaatil gpzadafia narendramodi it seems this time it is for narendramodi seems incindia amp alliance has given up varanasi on battle ground it is only modi loksabhaelections2019,0
1156,nothing wrong with narendramodi when he brings in nehru indira rajiv and other 40 crpf jawans to hide his failures while asking for votes if you rate modi as some cultured human being it your fault vultures by nature survive on dead bodies loksabhaelections2019,0
1157,shainz123 achievements really i am not broadcasting mouthpiece of bjp or narendramodi ji so i am not going to elaborate you all what i can tell you that my parents live in a village of up got electricity water santitation etc first time in modi govt also expriences less crime there,1
1158,do modi have guts to face ravishndtv rgtoravish loksabhaelections2019 electionswithndtv modijanewalahai,1
1159,ndtvexclusive rahul gandhi says modi ji hate him but he loves fight is between love and hatred,1
1160,narendramodi if demonitization and gst is not successful then how tax payer increase from 3cr to if tax payers is not increase from demonitization and gst it means modi create cr jobs in 5 years but modi hater will not understand this simple things,0
1161,news coming from all over world abkibaarphirmodisarkar narendra modi will be pm again and congress will be no more in have already booked tickets for italy with her mother priyankagandhivadra will be in jail with her chor husband jaihind,1
1162,narendramodi respected pm those who do want to vote modi please go and see the development of gujarat national highways development of varanasi big project for the baba vishwanath no one can dare to do such jitegamodijitegabharat loksabhaelections2019,1
1163,i remember in 2014 many had a question if not modi then who in 2019 many are saying not modi let it be whoever loksabhaelections2019,0
1164,time yes the worlds largest democracy will give not only 5 years but more coming years to modi government phirekbaarmodisarkaar ayegatohmodihi shameontime narendramodi,0
1165,can modi face ravish does he has courage to face him modi ko ravish se dar lagta hai loksabhaelections2019,1
1166,arunjaitley my name is missing in voter list my voter id is ipn0184739 how can i vote pls help 12 may delhi bjp bjpdelhi narendramodi pmoindia drharshvardhan bjp4delhi bjp4india,0
1167,karunagopal1 narendramodi rammadhavbjp bjp4 with all that venom against modi the best this taseer cud come up for rahulgandhi is unteachablemediocrity circulate it,1
1168,lotus flower has been a sacred symbol of hindus for centuries now kamalnath govt files an fir against khajrana ganesh temple priest at indore ridiculous aasthaparprahar loksabhaelections2019 indore bjp narendramodi amitshah arunjaitley shivrajsinghc ishankarlalwani,0
1169,timesnow govindtimes only one man needs to be arrested that is navjotsinghsiddhu for rascist comments since mp has congress govt amp digvijaysingh as candidate narendramodi ji k support mein we ca even say modi modi shame on mp police amp rahulgandhi ecisveep should take action,0
1170,vatssatender narendramodi akashbanerjee kunalkamra88 der are proof to show dat time table of narendramodi when he goes for foreign i copies and moreover modiji was not going in war planes remember one thing brother do blame modi without any cause use lil bit of sence,0
1171,sampitroda sam chacha 1965 csi started 1968 tcs started 1972 patni started 1976 hcl started 1978 pcs started 1980 wipro started in it 1981 infosys started 1984 rajiv gandhi became pm so before 1984 these companies sell pakodas congressmuktbharat sampitroda bjp,0
1172,bjp4india my name is missing in voter list my voter id is ipn0184739 how can i vote pls help 12 may delhi bjp bjpdelhi narendramodi pmoindia drharshvardhan bjp4delhi bjp4india,0
1173,modi ji promised unlike congress that he will give report card of his government instead modi ji is attacking dead person finding faults with his predecessor and on irrelevant issues loksabhaelections2019 indiaelects electionswithnews18 timesnow,0
1174,myogiadityanath my name is missing in voter list my voter id is ipn0184739 how can i vote pls help 12 may delhi bjp bjpdelhi narendramodi pmoindia drharshvardhan bjp4delhi bjp4india,0
1175,my name is missing in voter list my voter id is ipn0184739 how can i vote pls help 12 may delhi bjp bjpdelhi narendramodi pmoindia drharshvardhan bjp4delhi bjp4india,0
1176,yesterday rajnathsingh claimed bjp4bengal will win 42 seats in bengal narendramodi said bjp will win 32 seats amitshah claims they will win 23 seats and bhakt theskindoctor13 says they will win 15 seats reality on 23rd may,0
1177,bnbagul alamgirizvi rssurjewala pawankhera sherryontopp bainjal gops333 jhasanjay vidya7281 in 6th phase of lok sabha elections in 7 states delhi rule aap up rule bjp mp rule congress wb rule aitc jharkhand bjp bihar nda haryana bjp pm of the union criticised duly elected cms of 3 states it not state assembly elections,1
1178,ncbn narendramodi bjp a party which is destroying the very essence of secular india savedemocracy,0
1179,beyond bhakts understanding when i say i vote for narendramodi but i am not a bhakt narendramodi modi namo namofornewindia namoagain2019,0
1180,love you modi ji aap ghumte ghumate raho disclaimer unesco has declared modi as the first prime minister in the world who is blaming the opposition for the shortcomings of his own government wah modi ji wah loksabhaelections2019 moditohgaya,1
1181,rahul gandhi 2019 election campaign started with chokidaarchorhai and ended up with merabaapchornahihai karma is here rahulgandhi loksabhaelections2019 modihiaayega modihaitohmumkinhai modiwave decision2019 loksabhasectt narendramodi pmoindia,1
1182,narendramodi maibhichowkidar deshkedilmeimodi for guaranteeing basic health services to the poor and vulnerable it is congress which guaranteed health security for all but modi govt delivered it with ayushman bharat,1
1183,aajtak aftr 84 congress has won elections many times even in punjab selected sikh manmohan singh as pm for 10 yrs so ths issues r useless and r only exaggeratedly raised to divert attention bjp modi remember gujarat riots,0
1184,after electing forgerers aap in assembly elections 4 yrs back dilliwalas redeemed themselves a bit in mcd elections later now they v a chance tomorrow to make clean break from fraud arvindkejriwal led nautanki by voting all 7 seats to bjp amp strengthen pm narendramodi hand,1
1185,sonbhadra welcomes you narendramodi sir ji modihiaayega narendramodi deshkishaanmodi bjp bjp4sonbhadra anupriyaspatel amitshah bjp4sonebhadra meraboothsabsemajboot,1
1186,karunagopal1 narendramodi rammadhavbjp bjp4 on what grounds will you sue time magazine if you sue the publication it will only expose bjp further as such india knows that bjp is a party suing them will take the bad publicity to the world,0
1187,sonaliranade in that case should listen to the speeches of mr narendramodi how many times he says i in his speech is worth watching otherwise bjp leaders always talk about either mr modi or mr shah today bjp is out and out individualistic party,0
1188,indiatoday navjot singh sidhu equates pm modi with a bride who pretends to do work loksabhaelections2019 pm modi like bride who makes less rotis makes more noise with bangles modi made some good rotis for india congress bride is having with foreign nationals amp arms agents,0
1189,fir in dewas mp over chants of modi modi in sherryontopp rally this shows insecurity creeping in incindia camp freedom of expression gone for toss loksabhaelections2019 bjp4india bjp4delhi tajinderbagga punitspeaks manojtiwarimp,0
1190,time bloody fool idiots writer amp editorial team bloody incindia paid agents modi is god sent to unite india justmodi jitegamodijitegabharat huatohua insviraatcharge bjp insvirat bjp4india rssorg narendramodi zeenews republic blast paid corrupt media time,0
1191,time magazine saying to modi divider in chief quiet objectionable point election2019 loksabhaelections2019 followme generalelection2019 timemagazine modi bjp4india narendramodi time,0
1192,eci of india has sent notice to ns siddhu for criticizing modi ji will eci send notice to modi ji for his humiliating speech against ex pm rajiv loksabhaelections2019,0
1193,modi is to india what greg chapel was to indian cricket team dividerinchief loksabhaelections2019,1
1194,yadavakhilesh is right in his assessment of rahulgandhi has tactically unleashed his brigade to bark on narendramodi ji this is a public posturing while internally he is helping phir ek baar narendramodi sarkar,1
1195,rahul gandhi challenges narendra modi for a debate narendra modi challenges that the remaining election be fought on rajeev gandhi electionswithtimes bjp,1
1196,ani what is twisted here what u said was what u meant more than 3000 sikhs were brutally murdered and u say hua to hua in ur arrogance now when it backfired suddenly ur hindi is not good bjp swamy39 bjp4india narendramodi,0
1197,bhavikakapoor5 babu bajrangi boasted to aashishkhetan on tehelka sting which was used as evidence to convict him how narendramodi congratulated him and hid him till modi found a pliant judge to give him bail that alone would have jailed modi despite all this sit gave clean chit to modi,0
1198,ranjona time subytweets sujataanandan iamrana acjoshi amitmehra bloody fool idiots writer amp editorial team bloody incindia paid agents modi is god sent to unite india justmodi jitegamodijitegabharat huatohua insviraatcharge bjp insvirat bjp4india rssorg narendramodi zeenews republic blast paid corrupt media time,0
1199,the finance ministry was one of the worst ministry under modi government tax terrorism was at peak in these 5 years hope this time if nda comes to power someone truly deserving gets that ministry loksabhaelections2019,0
1200,jokers keeps questioning timings of every things happens around modi govt why not questioning the same for time magazine issue bjp4india incindia republic loksabhaelections2019,0
1201,navjot singh sidhu now calls bjp good good keep using such words and this language and say goodbye to your voters sherryontopp loksabhaelections2019 narendramodi amitshah,0
1202,you should be ashamed of yourself time magazine for running a hit job on pm narendramodi if modi is a pray tell me o wise men of the west who is india unifier mamta bannerji the elephant lady cpim omar abdullah priyanka vadra,0
1203,bjp4india i voted my first vote against modi loksabhaelections2019,1
1204,atleast someone have put the things honestly otherwise no indian media dare write about narendramodi as the main stream media aajtak zeenews abpnewstv indiatvnews and many more have become mouth piece of bjp who is fighting election on religious amp caste line only,0
1205,if and only if modi would have focused on vikas than on bhakwaas this govt would have lasted for decades to come chowkidarchorhai 2019pollprediction bjp dividerinchief elections2019 generalelections2019 modinomics feku,1
1206,loksabhaelections2019 better modigood rahul then millawat so so modi is winning more then 300,1
1207,prakashraaj this bjp retards not sure they project anti bjp as anti indian though i m not supporter of prakash raj or any other political party bjp has lost his credibility just bcoz of narendramodi amitshah shame this is not vajpayi bjp,0
1208,yadavakhilesh bjp president amitshah promised 80 feet statue of nishadraj but their community faces job losses in varanasi due to introduction of cruise for tourists in varanasi pm office does not respond to their representations development narendramodi bbcworld,0
1209,credit to modi amp shah to managed senior leaders like advani joshi mahajan amp others who despite not getting ticket haven t said a word to harm the party now look at rahulgandhi who ca even manage close people like sam pitroda who are harming the party everyday,0
1210,if you feels modi ji doing what cant be dont by any other leader in world amit shah and his it cell has done a great job not modi ji loksabhaelections2019 ayegatohmodihi jayegatomodihi kanhaiya4begusarai kejriwal reallyswara kunalkamra88,1
1211,i do understand how come a british born who father is pakistani politician write an article on modi claiming he is the devider in chief i work with ppl belonging to diff religions and we do feel divided aayegatomodihi bjp,0
1212,narendramodi direct transfer to accounts have been stopped by cmmadhyapradesh and orders to gv cash to tendupatta labourers so that they can get their part scam mpgovt bjp congress rahulgandhi republic zeenews sudhirchaudhary aajtak abhilashbjpmp mprakeshsingh,0
1213,time what type of shameful reply you are giving the andhbhakts of narendramodi if any foreign source praise modi then it modi magic and if modi is criticized then you called it anti india do the hell with with your duplicacy,0
1214,bittuchintu01 gautamgambhir arvindkejriwal aap narendramodi bjp4india ndtv plz count me atleast works done by modi the only thing his government had done is changing the names of stations and public places loksabhaelections2019 delhi moditohgaya,1
1215,narendramodi bjp4gujarat only bjp namo again bharat mata ki jay,0
1216,modi spending money in election campaign of loksabhaelections2019 to all voters to tell what happenned before 2014 not what he did for 5 yeara from 2014 to 2019 weired failee pm,0
1217,the award vapsi gang and such other bollywood celebs say they ll leave the country if narendramodi is elected i hope they keep their promise since they didn t leave in 2014 when modi was elected loksabhaelections2019 bjp aayegatohmodihi bjp4india,1
1218,why there was no fir on rafael deal corruption though the complaint was mad in last october sc to cbi if the complaint is not registered then there is no corruption this is how our modi ji is doing the corruption technically loksabhaelections2019 bjp congress,0
1219,bjp to talk with ysrcp regarding the post poll alliance sources confirm that bjp ready to offer cabinet birth for ysrcp mps amp are also ready to provide special status for andhrapradesh ysjagan narendramodi amitshah,0
1220,hemkap2816 bjp4india win would ensure that mallya nirav modi lalit modi amp mehul choksi are on run anilambani dhoots are bankrupted bjp win would create a new india free of big last names narendramodi is not liked by those who hate to see him causing disruption to loot of india,0
1221,huatohhua such a heartless comment by sampitroda loksabhaelections2019 is about electing a visionary statesman who will transform bharat into the jagatguru not for you rahul baba accept it amp retire jitegamodijitegabharat modioncemore narendramodi bjp4india ofbjpuk,0
1222,reallyswara sure we will vote on 12th may do worry namo will come again vote for bjp bjp4india narendramodi manojtiwarimp loksabhaelections2019 sharadknp gautamgambhir,1
1223,bineshposwal narendramodi incindia ji this poster is using by this bjp leader or someone photoshop it,0
1224,narendramodi narendra naughty boy looks you make promises and do keep them santa claus will be very angry you will not get what you want acche baache jhoot nahi bolte ok chalo promise karo ya aaur daatu loksabhaelections2019,0
1225,mahilacongress karnatakapmc lavanyaballal drpushpaamarnat jasdeepsinghjd janetdsoza now modi ji like baingon vegetable no one giving respect to chowkidar congressiswinning chowkidarchorhai abhoganyay rahulgandhi priyankagandhi,1
1226,for last 4 days preparations were going for modi punjab visit police was searching and standing in sun amp what modi did same copy paste and fly in 30mins with 3 choppers why wasting so much money delhi se bologe to bhi utna hi samajh ayega fekumodi loksabhaelections2019,0
1227,ndtvvideos ndtv narendramodi sh narendramodi spend rs 4000 cr on swachhbharatmission advertisements but failed to spend rs 200 cr to provide saftey gears for safai karmacharies modi tals about ayushmanbharat provides health care for 50 cr people when the eligibility criteria eliminate max people,0
1228,the epic contest between national will amp the elites explained by selim in the piece is exactly what modi embodies in india the bjp growth has been phenomenal similar to the akp growth post herşeyçokgüzelolacak loksabhaelections2019,1
1229,qarisohaibrjd this is deliberate attempt by time to malign indianpm narendramodi article is written by taseer son of known modi hater amp late husband pakistani salmaan it has another article the reformer written by ianbremmer but written small see cover page again,0
1230,modi says rajiv gandhi died as corrupt do take that seriously because narendra modi was born as liar no 1 loksabhaelections2019 moditohgaya modikafakegdp,0
1231,shashitharoor satishacharya we may be fortunate enough to witness narendramodi vs ravana if modi ji could go a little back more in history,1
